,list-card-link href,list-card-addr,ADDRESS,city,state,Metro,zip,price,sq ft,acreage,pricesqft,list-card-label,list-card-label 2,list-card-variable-text,walkscore,description,LATITUDE,LONGITUDE,list-card-link src,list-card-save-content
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3436 N 23rd St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,306""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3436 N 23rd St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.007582,""longitude"":-75.166864},""url"":""https://www.zillow.com/homedetails/3436-N-23rd-St-Philadelphia-PA-19140/118344650_zpid/""}",https://www.zillow.com/homedetails/3436-N-23rd-St-Philadelphia-PA-19140/118344650_zpid/,"3436 N 23rd St, Philadelphia, PA 19140",3436 N 23rd St,Philadelphia,PA,Philadelphia,19140,7400,"1,537",0.04,$4.81,sqft lot,,Sold 05/20/2020,67,Somewhat Walkable,40.007582,-75.166864,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3546 N 23rd St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,600""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3546 N 23rd St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.00924,""longitude"":-75.16652},""url"":""https://www.zillow.com/homedetails/3546-N-23rd-St-Philadelphia-PA-19140/10228183_zpid/""}",https://www.zillow.com/homedetails/3546-N-23rd-St-Philadelphia-PA-19140/10228183_zpid/,"3546 N 23rd St, Philadelphia, PA 19140",3546 N 23rd St,Philadelphia,PA,Philadelphia,19140,7500,"1,568",0.04,$4.78,sqft lot,,Sold 07/28/2020,67,Somewhat Walkable,40.00924,-75.16652,https://photos.zillowstatic.com/fp/15c3874f8caf2989d9d50aeb65198925-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3421 N Judson St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,240""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3421 N Judson St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.007611,""longitude"":-75.167189},""url"":""https://www.zillow.com/homedetails/3421-N-Judson-St-Philadelphia-PA-19140/10228197_zpid/""}",https://www.zillow.com/homedetails/3421-N-Judson-St-Philadelphia-PA-19140/10228197_zpid/,"3421 N Judson St, Philadelphia, PA 19140",3421 N Judson St,Philadelphia,PA,Philadelphia,19140,8500,"1,280",0.03,$6.64,sqft lot,,Sold 09/09/2020,67,Somewhat Walkable,40.007611,-75.167189,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1513 W Cayuga St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1513 W Cayuga St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.020481,""longitude"":-75.150936},""url"":""https://www.zillow.com/homedetails/1513-W-Cayuga-St-Philadelphia-PA-19140/10238953_zpid/""}",https://www.zillow.com/homedetails/1513-W-Cayuga-St-Philadelphia-PA-19140/10238953_zpid/,"1513 W Cayuga St, Philadelphia, PA 19140",1513 W Cayuga St,Philadelphia,PA,Philadelphia,19140,9300,"1,799",0.04,$5.17,sqft lot,,Sold 07/23/2020,88,Very Walkable,40.020481,-75.150936,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3839 N 6th St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,350""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3839 N 6th St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.010057,""longitude"":-75.138068},""url"":""https://www.zillow.com/homedetails/3839-N-6th-St-Philadelphia-PA-19140/10433321_zpid/""}",https://www.zillow.com/homedetails/3839-N-6th-St-Philadelphia-PA-19140/10433321_zpid/,"3839 N 6th St, Philadelphia, PA 19140",3839 N 6th St,Philadelphia,PA,Philadelphia,19140,10000,"1,165",0.03,$8.58,sqft lot,,Sold 09/23/2020,81,Very Walkable,40.010057,-75.138068,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3923 N Percy St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""960""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3923 N Percy St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.011857,""longitude"":-75.142381},""url"":""https://www.zillow.com/homedetails/3923-N-Percy-St-Philadelphia-PA-19140/10435614_zpid/""}",https://www.zillow.com/homedetails/3923-N-Percy-St-Philadelphia-PA-19140/10435614_zpid/,"3923 N Percy St, Philadelphia, PA 19140",3923 N Percy St,Philadelphia,PA,Philadelphia,19140,10600,718,0.02,$14.76,sqft lot,,Sold 01/07/2020,77,Very Walkable,40.011857,-75.142381,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1905 W Cayuga St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,622""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1905 W Cayuga St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.0212,""longitude"":-75.157023},""url"":""https://www.zillow.com/homedetails/1905-W-Cayuga-St-Philadelphia-PA-19140/118357509_zpid/""}",https://www.zillow.com/homedetails/1905-W-Cayuga-St-Philadelphia-PA-19140/118357509_zpid/,"1905 W Cayuga St, Philadelphia, PA 19140",1905 W Cayuga St,Philadelphia,PA,Philadelphia,19140,11700,"1,219",0.03,$9.60,sqft lot,,Sold 01/16/2020,81,Very Walkable,40.0212,-75.157023,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3440 N Sydenham St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3440 N Sydenham St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.006114,""longitude"":-75.154641},""url"":""https://www.zillow.com/homedetails/3440-N-Sydenham-St-Philadelphia-PA-19140/118362047_zpid/""}",https://www.zillow.com/homedetails/3440-N-Sydenham-St-Philadelphia-PA-19140/118362047_zpid/,"3440 N Sydenham St, Philadelphia, PA 19140",3440 N Sydenham St,Philadelphia,PA,Philadelphia,19140,12600,910,0.02,$13.85,sqft lot,,Sold 03/06/2020,85,Very Walkable,40.006114,-75.154641,"https://maps.googleapis.com/maps/api/streetview?location=40.006114,-75.154641&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=5ytRGn1r6-V8NcaWwtxQGIkPsmY=",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1806 W Ontario St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,576""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1806 W Ontario St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.005323,""longitude"":-75.158941},""url"":""https://www.zillow.com/homedetails/1806-W-Ontario-St-Philadelphia-PA-19140/118341253_zpid/""}",https://www.zillow.com/homedetails/1806-W-Ontario-St-Philadelphia-PA-19140/118341253_zpid/,"1806 W Ontario St, Philadelphia, PA 19140",1806 W Ontario St,Philadelphia,PA,Philadelphia,19140,13000,"1,598",0.04,$8.14,sqft lot,,Sold 03/10/2020,69,Somewhat Walkable,40.005323,-75.158941,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1504 W Erie Ave, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,181""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1504 W Erie Ave"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.009209,""longitude"":-75.153177},""url"":""https://www.zillow.com/homedetails/1504-W-Erie-Ave-Philadelphia-PA-19140/10234320_zpid/""}",https://www.zillow.com/homedetails/1504-W-Erie-Ave-Philadelphia-PA-19140/10234320_zpid/,"1504 W Erie Ave, Philadelphia, PA 19140",1504 W Erie Ave,Philadelphia,PA,Philadelphia,19140,14000,"1,520",0.03,$9.21,sqft lot,,Sold 02/21/2020,89,Very Walkable,40.009209,-75.153177,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1511 W Cayuga St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,100""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1511 W Cayuga St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.020473,""longitude"":-75.150874},""url"":""https://www.zillow.com/homedetails/1511-W-Cayuga-St-Philadelphia-PA-19140/118338530_zpid/""}",https://www.zillow.com/homedetails/1511-W-Cayuga-St-Philadelphia-PA-19140/118338530_zpid/,"1511 W Cayuga St, Philadelphia, PA 19140",1511 W Cayuga St,Philadelphia,PA,Philadelphia,19140,14100,"2,500",0.06,$5.64,sqft lot,,Sold 03/05/2020,88,Very Walkable,40.020473,-75.150874,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3508 N 15th St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,056""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3508 N 15th St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.006796,""longitude"":-75.153737},""url"":""https://www.zillow.com/homedetails/3508-N-15th-St-Philadelphia-PA-19140/10227455_zpid/""}",https://www.zillow.com/homedetails/3508-N-15th-St-Philadelphia-PA-19140/10227455_zpid/,"3508 N 15th St, Philadelphia, PA 19140",3508 N 15th St,Philadelphia,PA,Philadelphia,19140,14800,"1,250",0.03,$11.84,sqft lot,,Sold 03/06/2020,87,Very Walkable,40.006796,-75.153737,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1621 W Butler St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,160""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1621 W Butler St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.011569,""longitude"":-75.154972},""url"":""https://www.zillow.com/homedetails/1621-W-Butler-St-Philadelphia-PA-19140/10234610_zpid/""}",https://www.zillow.com/homedetails/1621-W-Butler-St-Philadelphia-PA-19140/10234610_zpid/,"1621 W Butler St, Philadelphia, PA 19140",1621 W Butler St,Philadelphia,PA,Philadelphia,19140,15000,"2,308",0.05,$6.50,sqft lot,,Sold 03/30/2020,85,Very Walkable,40.011569,-75.154972,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3848 N Park Ave, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,548""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3848 N Park Ave"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.011789,""longitude"":-75.149657},""url"":""https://www.zillow.com/homedetails/3848-N-Park-Ave-Philadelphia-PA-19140/10434404_zpid/""}",https://www.zillow.com/homedetails/3848-N-Park-Ave-Philadelphia-PA-19140/10434404_zpid/,"3848 N Park Ave, Philadelphia, PA 19140",3848 N Park Ave,Philadelphia,PA,Philadelphia,19140,15000,"1,515",0.03,$9.90,sqft lot,,Sold 11/20/2020,88,Very Walkable,40.011789,-75.149657,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4025 Nice St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,080""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4025 Nice St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.015412,""longitude"":-75.152242},""url"":""https://www.zillow.com/homedetails/4025-Nice-St-Philadelphia-PA-19140/10238471_zpid/""}",https://www.zillow.com/homedetails/4025-Nice-St-Philadelphia-PA-19140/10238471_zpid/,"4025 Nice St, Philadelphia, PA 19140",4025 Nice St,Philadelphia,PA,Philadelphia,19140,15000,"1,668",0.04,$8.99,sqft lot,,Sold 10/26/2020,89,Very Walkable,40.015412,-75.152242,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3610 N 17th St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,984""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3610 N 17th St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.008592,""longitude"":-75.156532},""url"":""https://www.zillow.com/homedetails/3610-N-17th-St-Philadelphia-PA-19140/118357619_zpid/""}",https://www.zillow.com/homedetails/3610-N-17th-St-Philadelphia-PA-19140/118357619_zpid/,"3610 N 17th St, Philadelphia, PA 19140",3610 N 17th St,Philadelphia,PA,Philadelphia,19140,15200,"1,049",0.02,$14.49,sqft lot,,Sold 03/04/2020,83,Very Walkable,40.008592,-75.156532,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3348 N 16th St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,480""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3348 N 16th St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.004957,""longitude"":-75.155779},""url"":""https://www.zillow.com/homedetails/3348-N-16th-St-Philadelphia-PA-19140/118341805_zpid/""}",https://www.zillow.com/homedetails/3348-N-16th-St-Philadelphia-PA-19140/118341805_zpid/,"3348 N 16th St, Philadelphia, PA 19140",3348 N 16th St,Philadelphia,PA,Philadelphia,19140,15700,"2,613",0.06,$6.01,sqft lot,,Sold 10/23/2020,79,Very Walkable,40.004957,-75.155779,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3319 N 17th St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,740""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3319 N 17th St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.004318,""longitude"":-75.156941},""url"":""https://www.zillow.com/homedetails/3319-N-17th-St-Philadelphia-PA-19140/118338411_zpid/""}",https://www.zillow.com/homedetails/3319-N-17th-St-Philadelphia-PA-19140/118338411_zpid/,"3319 N 17th St, Philadelphia, PA 19140",3319 N 17th St,Philadelphia,PA,Philadelphia,19140,17400,"1,995",0.05,$8.72,sqft lot,,Sold 05/20/2020,74,Very Walkable,40.004318,-75.156941,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3244 N Sydenham St, Philadelphia, PA 19140"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,752""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3244 N Sydenham St"",""addressLocality"":""Philadelphia"",""addressRegion"":""PA"",""postalCode"":""19140""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.003152,""longitude"":-75.155256},""url"":""https://www.zillow.com/homedetails/3244-N-Sydenham-St-Philadelphia-PA-19140/10227516_zpid/""}",https://www.zillow.com/homedetails/3244-N-Sydenham-St-Philadelphia-PA-19140/10227516_zpid/,"3244 N Sydenham St, Philadelphia, PA 19140",3244 N Sydenham St,Philadelphia,PA,Philadelphia,19140,18000,"1,306",0.03,$13.78,sqft lot,,Sold 03/02/2020,77,Very Walkable,40.003152,-75.155256,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
